81,78,75,71,66,60,54,47,41,35,29,24,16,11,7,5,1,0
81,78,75,71,67,62,55,49,41,36,31,22,15,11,8,3,2,0
81,78,75,71,66,60,53,47,41,33,27,21,16,10,6,5,1,0
81,78,75,71,67,61,55,48,41,35,28,21,15,10,5,0
81,78,75,71,66,60,55,48,39,31,25,21,14,11,8,3,1,0
81,78,75,71,66,61,54,47,40,34,27,21,15,10,5,1,0
81,78,75,71,67,61,55,48,40,34,27,21,14,10,6,3,1,0
81,78,75,72,67,61,55,48,42,35,27,22,15,11,7,2,1,0
81,78,75,71,66,61,55,47,40,33,26,21,16,11,5,1,0
81,78,75,71,67,61,54,49,41,35,27,21,16,11,6,4,1,0
81,78,75,71,66,61,55,48,41,34,27,20,16,10,6,3,0
81,78,75,71,66,61,55,48,41,34,27,20,16,10,6,2,1,0
81,78,75,71,66,60,55,49,42,37,29,21,16,12,8,3,0
81,78,75,71,66,60,54,48,41,34,27,21,15,10,5,1,0
81,78,75,71,66,60,54,47,41,33,28,21,16,10,5,2,0
81,78,75,71,66,61,55,47,41,33,27,22,14,10,6,3,0
81,78,75,71,66,61,55,48,41,35,29,23,17,10,6,2,1,0
81,78,75,71,67,61,54,46,40,33,28,19,13,9,5,2,0
81,78,75,71,66,60,53,48,39,32,26,18,13,9,5,2,0
81,78,75,71,66,60,54,48,42,35,28,21,15,10,6,2,0
81,78,75,71,67,61,55,47,40,33,27,23,17,12,7,5,0
81,78,75,71,66,60,54,48,41,34,28,23,19,12,8,4,0
81,78,75,71,66,61,55,48,41,34,26,22,16,11,6,1,0
81,78,75,71,67,61,55,50,43,35,28,22,15,10,5,2,0
81,78,75,72,67,61,54,47,38,33,28,21,16,11,6,2,0
81,78,75,71,66,60,54,48,41,34,29,22,16,11,6,2,1,0
81,78,75,71,66,60,55,49,43,36,29,23,15,10,6,3,0
81,78,75,72,67,61,54,47,40,33,26,21,16,11,6,3,0
81,78,75,71,66,61,55,48,40,32,25,19,14,10,6,2,1,0
81,78,75,71,66,61,55,48,40,34,28,23,16,9,6,3,1,0
81,78,75,71,66,60,55,48,42,35,29,22,18,12,5,0
81,78,75,71,66,60,54,49,41,33,27,20,14,11,7,5,1,0
81,78,75,71,67,61,55,48,41,35,27,20,14,10,6,2,0
81,78,75,71,66,60,54,47,41,34,28,22,17,10,7,2,1,0
81,78,75,71,66,60,54,48,42,33,26,22,16,10,4,2,0
81,78,75,71,66,60,54,47,40,34,26,20,14,10,7,3,1,0
81,78,75,71,66,61,55,47,40,35,30,23,16,10,4,0
81,78,75,71,66,61,55,47,42,34,26,21,16,11,5,1,0
81,78,75,71,66,60,55,48,41,33,26,22,14,8,5,2,1,0
81,78,75,71,66,60,54,48,40,33,28,20,15,11,7,4,2,0
81,78,75,71,67,61,54,48,41,35,29,23,17,11,6,1,0
81,78,75,71,67,61,55,48,43,35,29,22,16,11,8,3,1,0
81,78,75,71,66,60,54,48,41,35,29,22,15,9,6,4,0
81,78,75,71,67,61,54,47,41,35,28,22,17,12,8,3,0
81,78,75,71,66,61,55,48,42,34,25,19,14,8,6,3,1,0
81,78,75,71,66,60,54,48,42,35,28,22,17,13,7,3,0
81,78,75,71,66,60,54,48,42,36,29,22,17,13,7,2,1,0
81,78,75,71,66,60,54,48,42,34,26,18,15,11,7,4,0
81,78,75,71,66,60,54,49,43,37,30,22,16,10,6,3,0
81,78,75,71,66,60,54,47,39,33,27,20,15,9,5,1,0
81,78,75,71,66,60,53,46,39,33,28,21,16,10,6,3,1,0
81,78,75,71,66,61,54,48,40,34,27,20,15,10,6,2,0
81,78,75,71,66,61,56,49,42,34,25,20,15,10,7,5,0
81,78,75,72,67,61,54,47,40,32,27,24,17,12,6,3,0
81,78,75,71,66,60,54,47,41,35,28,22,16,10,5,2,1,0
81,78,75,71,66,61,56,49,42,35,29,22,16,10,6,3,1,0
81,78,75,71,67,61,56,49,43,35,28,22,17,11,6,1,0
81,78,75,71,66,61,55,47,39,32,27,21,15,8,4,0
81,78,75,71,66,60,55,50,42,36,30,22,15,11,7,4,2,0
81,78,75,71,66,61,55,47,40,34,25,21,13,9,6,3,0
81,78,75,71,66,60,54,49,42,35,29,22,16,12,6,1,0
