81,78,75,71,66,60,54,48,40,34,29,21,16,10,9,5,2,0
81,78,75,71,66,61,55,48,40,34,27,21,16,11,6,4,1,0
81,78,75,71,66,60,53,46,40,34,26,19,16,11,7,3,0
81,78,75,71,66,60,54,48,42,34,27,22,17,10,4,0
81,78,75,72,67,61,55,48,41,36,30,24,16,12,6,1,0
81,78,75,71,67,61,55,47,41,36,28,23,18,12,6,1,0
81,78,75,71,66,60,53,46,38,32,26,19,15,10,5,3,1,0
81,78,75,71,66,60,54,48,41,35,27,22,15,11,5,1,0
81,78,75,71,66,60,53,47,40,33,26,22,16,11,6,2,1,0
81,78,75,71,66,61,55,48,42,35,28,23,16,12,6,3,0
81,78,75,71,67,62,55,47,40,33,27,20,14,9,6,1,0
81,78,75,71,66,61,55,50,42,35,29,23,19,12,7,3,0
81,78,75,71,66,60,54,47,41,33,27,22,16,11,6,1,0
81,78,75,71,66,61,55,48,42,34,27,21,17,13,7,3,1,0
81,78,75,71,66,60,54,46,40,33,28,20,16,11,6,3,0
81,78,75,71,66,60,55,48,42,35,28,21,15,9,6,1,0
81,78,75,71,66,60,53,47,39,32,27,22,17,10,5,1,0
81,78,75,71,66,60,55,48,41,34,28,21,16,10,7,3,0
81,78,75,72,67,61,54,47,41,35,28,22,16,11,6,1,0
81,78,75,71,66,60,54,47,39,32,23,17,12,9,6,3,0
81,78,75,71,66,60,55,49,42,35,29,21,15,9,5,0
81,78,75,71,66,60,54,48,40,35,29,22,19,14,7,3,0
81,78,75,71,66,61,56,50,42,36,30,23,18,12,9,5,2,0
81,78,75,71,66,61,56,49,41,34,29,21,15,10,5,0
81,78,75,71,66,60,53,45,38,32,27,21,16,11,7,4,1,0
81,78,75,71,66,60,54,48,43,35,28,21,16,12,8,3,2,0
81,78,75,71,67,61,54,47,40,34,28,22,15,10,6,1,0
81,78,75,71,66,60,54,47,41,33,24,19,14,10,5,2,0
81,78,75,71,67,61,55,48,41,35,28,21,17,12,6,4,2,0
81,78,75,71,66,60,54,48,42,36,29,23,15,10,5,0
81,78,75,71,66,60,54,47,41,35,28,21,16,10,6,2,1,0
81,78,75,71,66,60,54,47,40,34,26,21,13,9,6,4,0
81,78,75,71,66,61,54,49,42,36,29,23,17,11,5,1,0
81,78,75,71,66,60,54,48,42,37,29,23,16,10,5,1,0
81,78,75,71,67,61,56,48,43,36,27,21,15,9,5,3,0
81,78,75,71,66,61,55,47,41,34,28,22,16,11,7,4,2,0
81,78,75,71,66,60,54,47,41,35,26,20,14,10,5,2,1,0
81,78,75,71,66,60,55,49,42,37,28,23,16,10,4,0
81,78,75,71,67,61,54,47,40,32,27,22,15,10,5,1,0
81,78,75,71,67,61,54,48,41,33,28,22,15,10,5,1,0
81,78,75,71,66,61,55,48,42,35,26,20,15,10,5,1,0
81,78,75,71,66,60,54,47,41,35,28,23,16,10,6,1,0
81,78,75,71,66,61,55,48,40,34,28,21,16,12,6,1,0
81,78,75,71,66,61,54,47,40,34,28,23,18,10,5,1,0
81,78,75,71,66,60,54,48,41,35,28,21,15,10,7,4,0
81,78,75,71,66,60,54,47,40,33,27,21,15,10,6,2,1,0
81,78,75,71,66,60,55,48,41,34,27,21,15,11,6,2,1,0
81,78,75,71,66,61,54,48,43,36,29,23,20,14,10,5,1,0
81,78,75,71,66,61,55,48,40,34,25,19,14,8,4,0
81,78,75,71,66,61,54,46,40,34,29,25,18,11,6,4,2,0
81,78,75,71,66,61,54,48,41,33,28,21,16,11,6,2,0
81,78,75,71,66,60,55,47,40,33,27,19,14,10,6,4,0
81,78,75,71,66,60,55,48,42,34,28,21,14,10,6,2,0
81,78,75,71,66,60,55,47,42,35,28,23,17,11,5,3,0
81,78,75,71,67,61,55,48,40,34,27,20,15,10,5,1,0
81,78,75,71,66,61,55,48,41,34,27,19,14,9,4,0
81,78,75,71,66,61,54,46,40,33,27,22,17,14,7,1,0
81,78,75,71,66,61,54,49,41,35,28,22,16,11,6,3,1,0
81,78,75,71,66,61,55,47,41,33,26,21,16,10,5,1,0
